Age,Annual_Premium,Vintage,Gender,Driving_License,Previously_Insured
0.296875,0.4236943089019263,0.8892733564013842,1,1,0
0.171875,0.5849361104254875,0.5467128027681661,1,1,0
0.4375,0.0,0.8754325259515572,0,1,0
0.296875,0.669354311306883,0.8754325259515572,0,1,0
0.28125,0.35900519175310797,0.7785467128027682,1,1,1
0.078125,0.5783710004409088,0.1522491349480969,1,1,0
0.71875,0.5621860634866388,0.07612456747404844,1,1,1
0.09375,0.0,0.8615916955017302,1,1,0
0.265625,0.7740754101611533,0.7093425605536333,1,1,0
0.09375,0.35993342067123607,0.40484429065743943,1,1,0
0.046875,0.0,0.4117647058823529,0,1,1
0.140625,0.5510810702479427,0.4394463667820069,0,1,1
0.4375,0.4297362353144692,0.7889273356401385,1,1,0
0.328125,0.5614097265732954,0.2837370242214533,1,1,1
0.390625,0.8591686866193693,0.4948096885813149,1,1,0
0.9375,0.0,0.698961937716263,1,1,0
0.078125,1.0,0.7681660899653979,0,1,1
0.734375,0.0,0.6574394463667821,0,1,0
0.03125,0.8086899103626212,0.2975778546712803,1,1,1
0.609375,0.2564612116340837,0.8858131487889274,1,1,1
0.703125,0.0,0.020761245674740483,1,1,0
0.046875,0.49800325302043585,0.740484429065744,0,1,0
0.1875,0.0,0.9896193771626297,1,1,1
0.84375,0.5020199527025174,0.47750865051903113,0,1,1
0.328125,0.8266637975954653,0.8858131487889274,1,1,0
0.09375,0.7567428447262886,0.5363321799307958,1,1,0
0.140625,0.5793836138061395,0.8788927335640139,0,1,0
0.078125,0.2703846454060052,0.2387543252595156,1,1,1
0.328125,0.4716415517455978,0.18339100346020762,1,1,0
0.28125,0.27036776851658473,0.5743944636678201,1,1,0
0.375,0.5001297410874203,0.46712802768166095,0,1,0
0.453125,0.8047913489064832,0.1453287197231834,0,1,0
0.34375,0.35444843160957007,0.2906574394463668,0,1,1
0.234375,0.5105765356387165,0.9930795847750865,1,1,1
0.3125,0.0,0.051903114186851215,0,1,0
0.078125,0.0,0.9100346020761246,1,1,1
0.75,0.7021967381191974,0.6020761245674741,0,1,0
0.421875,0.37002580054470163,0.5017301038062284,0,1,0
0.28125,0.6915642977842754,0.17993079584775087,1,1,0
0.453125,0.5080112484467988,0.11072664359861592,1,1,0
0.296875,0.0,0.020761245674740483,0,1,1
0.28125,0.0,0.8892733564013842,1,1,0
0.140625,0.40285135046759535,0.40830449826989623,0,1,1
0.078125,0.4341579803426431,0.46020761245674746,0,1,1
0.078125,0.44080747477432436,0.5224913494809689,1,1,0
0.09375,0.0,0.6747404844290658,1,1,1
0.078125,0.39149320388759146,0.8339100346020761,0,1,1
0.109375,0.0,0.1314878892733564,1,1,0
0.046875,0.2995816641034891,0.9342560553633219,0,1,0
0.421875,0.5045177323367531,0.47058823529411764,0,1,0
0.140625,0.46806365118844945,0.8339100346020761,0,1,0
0.515625,0.40379645627514393,0.9480968858131489,1,1,1
0.546875,0.848029939601832,0.17993079584775087,1,1,0
0.03125,0.8227483592499067,0.1453287197231834,0,1,1
0.453125,0.7869187230101621,0.38408304498269896,0,1,0
0.015625,0.35395900181637524,0.6816608996539792,0,1,1
0.359375,0.0,0.00692041522491349,0,1,0
0.140625,0.6223015436024987,0.6505190311418686,0,1,0
0.296875,0.5430645477732,0.5501730103806228,1,1,0
0.015625,0.8536499437788622,0.2664359861591695,0,1,0
0.3125,0.0,0.0726643598615917,1,1,0
0.046875,0.38776341132565856,0.5432525951557093,0,1,1
0.03125,0.5915856048571688,0.7474048442906575,1,1,0
0.03125,0.25355838665375585,0.7889273356401385,1,1,1
0.109375,0.0,0.24567474048442908,0,1,1
0.734375,0.43960921562546806,0.24913494809688583,1,1,0
0.0625,0.43145767803536134,0.7993079584775087,0,1,1
0.65625,1.0,0.39446366782006925,0,1,1
0.0625,0.39765326852607796,0.7439446366782008,0,1,1
0.046875,0.2999529556707403,0.23529411764705885,1,1,1
0.3125,0.4111379031730662,0.2318339100346021,1,1,0
0.90625,0.6530174823478285,0.1453287197231834,1,1,0
0.09375,0.5439758998019076,0.38408304498269896,0,1,0
0.5,0.5564985517519266,0.8166089965397925,1,1,0
0.203125,0.3449636197552429,0.7681660899653979,0,1,0
0.578125,0.4221416350752393,0.2214532871972318,1,1,0
0.3125,0.714145575828919,0.5155709342560554,0,1,0
0.28125,0.46159980254039384,0.7301038062283738,0,1,1
0.09375,0.5232848333723612,0.6055363321799309,0,1,0
0.109375,0.7464310652903564,0.823529411764706,1,1,1
0.046875,0.4477438763261543,0.5951557093425606,0,1,0
0.140625,0.19806717423911602,0.25259515570934254,0,1,1
0.578125,0.0,0.7716262975778547,1,1,0
0.0,0.45869697756006594,0.5294117647058824,0,1,1
0.0,0.0,0.7889273356401385,1,1,1
0.0625,0.6344866577641076,0.5259515570934257,1,1,1
0.375,0.38187337691790024,0.9826989619377163,0,1,1
0.078125,0.5905392377130971,0.2975778546712803,0,1,1
0.0,0.4492459194845798,0.5986159169550174,0,1,1
0.078125,0.5574436575594753,0.031141868512110732,0,1,1
0.515625,0.9382031597756219,0.342560553633218,1,1,1
0.15625,0.5873495056126206,0.4186851211072664,1,1,0
0.40625,0.6638524453557966,0.9861591695501731,1,1,0
0.421875,0.4505791937488002,0.25605536332179935,0,1,0
0.546875,0.5236898787184535,0.04152249134948097,1,1,1
0.0625,0.4857000006328834,0.5743944636678201,1,1,1
0.671875,0.6364950076051483,0.9792387543252595,0,1,0
0.1875,0.3681693427084454,0.5259515570934257,0,1,0
0.015625,0.8043019191132883,0.8927335640138409,1,1,0
0.046875,1.0,0.8269896193771626,0,1,0
0.734375,0.6198037639682631,0.782006920415225,0,1,1
0.234375,0.44322086996145743,0.6539792387543253,0,1,1
0.359375,0.3928264781518118,0.8650519031141869,1,1,0
0.296875,0.0,0.6955017301038062,0,1,0
0.328125,0.5440434073595897,0.2837370242214533,0,1,1
0.0625,0.0,0.5813148788927336,1,1,0
0.40625,0.0,0.629757785467128,1,1,1
0.34375,1.0,0.3598615916955017,1,1,0
0.265625,0.4953704582708361,0.5709342560553634,1,1,1
0.328125,0.6896234555009167,0.48096885813148793,0,1,0
0.859375,0.0,0.18685121107266436,0,1,0
0.0625,0.0,0.7716262975778547,1,1,0
0.03125,0.0,0.17647058823529413,0,1,0
0.109375,0.39412599863719117,0.6885813148788927,0,1,1
0.109375,0.457971271314984,0.9342560553633219,0,1,1
0.453125,0.3688781720641069,0.5294117647058824,0,1,0
0.765625,0.4038808407222465,0.4359861591695502,1,1,0
0.15625,0.0,0.07958477508650519,1,1,0
0.484375,0.0,0.8719723183391004,0,1,0
0.625,0.0,0.8546712802768167,1,1,0
0.109375,0.41771989004706545,0.8442906574394464,0,1,0
0.140625,0.28511816987011124,0.5640138408304499,1,1,1
0.25,0.47422371582693595,0.7301038062283738,0,1,0
0.125,0.5790629529071497,0.20069204152249134,1,1,1
0.390625,0.47872984530221235,0.6539792387543253,1,1,1
0.234375,0.4376852502315298,0.9446366782006921,1,1,1
0.28125,0.44764261498963126,0.5813148788927336,1,1,0
0.09375,0.0,0.1522491349480969,0,1,0
0.578125,0.594167768938507,0.6366782006920416,1,1,0
0.203125,0.6216602218045193,0.48096885813148793,1,1,0
0.53125,0.0,0.2387543252595156,0,1,0
0.046875,0.817837184428538,0.6643598615916956,1,1,1
0.125,0.4480476603357235,0.6885813148788927,1,1,1
0.3125,0.0,0.9273356401384084,0,1,0
0.03125,0.7119515802042526,0.629757785467128,0,1,0
0.125,0.4992690197269742,0.8858131487889274,0,1,1
0.171875,0.5362969151155751,0.6470588235294118,0,1,0
0.421875,0.4302087882182435,0.8615916955017302,1,1,1
0.203125,0.5742192856434631,1.0,1,1,0
0.34375,0.4871682900124678,0.7612456747404844,0,1,0
0.0,0.0,0.5190311418685122,0,1,1
0.21875,0.0,0.01730103806228374,1,1,0
0.34375,0.5278078397370581,0.5190311418685122,0,1,0
0.046875,0.6163608785264789,0.1972318339100346,0,1,1
0.03125,0.33436493319916205,0.6608996539792388,0,1,1
0.0625,0.0,0.6366782006920416,0,1,0
0.390625,0.0,0.25605536332179935,1,1,0
0.109375,0.4353562394914993,0.5432525951557093,1,1,1
0.75,0.444132221990165,0.1972318339100346,1,1,0
0.40625,0.8667126561903377,0.08304498269896193,1,1,0
0.03125,0.6112471810320641,0.39100346020761245,1,1,1
0.09375,0.5272340254967608,0.8650519031141869,1,1,1
0.109375,0.5617810181405466,0.8961937716262977,1,1,0
0.03125,0.3751226211496959,0.8131487889273357,0,1,1
0.59375,0.0,0.2664359861591695,1,1,0
0.078125,0.5074036804276605,0.12110726643598616,1,1,1
0.59375,0.4745106229470846,0.6089965397923875,1,1,0
0.328125,0.649895257805034,0.9411764705882354,0,1,0
0.125,0.0,0.17301038062283738,0,1,0
0.046875,0.5996696348895936,0.14878892733564014,1,1,1
0.375,0.5517223920459221,0.7716262975778547,1,1,0
0.71875,0.8487387689574936,0.1972318339100346,0,1,0
0.03125,0.43770212712095036,0.7370242214532873,0,1,1
0.015625,0.593442062693425,0.8581314878892734,0,1,0
0.53125,0.36769678980467113,0.6747404844290658,1,1,0
0.0625,0.7911379453652898,0.024221453287197228,0,1,0
0.453125,0.25072306923111,0.1384083044982699,0,1,1
0.234375,0.7020279692249922,0.2941176470588235,1,1,0
0.015625,0.437195820438335,0.3044982698961938,1,1,1
0.890625,0.7186010746359339,0.9307958477508651,1,1,0
0.0625,0.26705989819016457,0.9653979238754326,1,1,1
0.015625,0.4294324513049,0.17993079584775087,0,1,1
0.765625,0.3877465344362381,0.3460207612456747,0,1,1
0.109375,0.0,0.18339100346020762,1,1,1
0.328125,0.9160775577453321,0.4359861591695502,1,1,0
0.53125,0.509935213840737,0.7923875432525952,1,1,0
0.109375,0.8442326394822172,0.5536332179930796,0,1,1
0.046875,0.0,0.38754325259515576,1,1,1
0.125,0.43599756128947875,0.726643598615917,1,1,1
0.0625,0.5142050668641264,0.44982698961937717,0,1,1
0.5,0.4748481607354949,0.8269896193771626,1,1,1
0.703125,0.737199406777337,0.38754325259515576,1,1,1
0.46875,0.0,0.9653979238754326,1,1,0
0.015625,0.7833239455635933,0.5432525951557093,0,1,0
0.71875,0.7622784644562162,0.003460207612456745,0,1,0
0.0625,0.3978389143097036,0.8200692041522492,1,1,1
0.125,0.5224241120119152,0.7093425605536333,1,1,1
0.21875,0.6862143238379735,0.698961937716263,1,1,0
0.0625,0.40487657719805664,0.23529411764705885,0,1,1
0.0,0.0,0.3494809688581315,1,1,0
0.59375,0.0,0.00692041522491349,1,1,1
0.09375,0.46075595806936825,0.4290657439446367,1,1,1
0.015625,0.3275804236521167,0.7093425605536333,0,1,0
0.03125,0.82615749091285,0.9031141868512111,1,1,0
0.625,0.6624010328656326,0.5605536332179931,1,1,0
0.265625,0.48553123173867824,0.11418685121107267,0,1,0
0.4375,0.5654601800342179,0.6228373702422145,1,1,1
0.53125,0.3718822583809578,0.4359861591695502,1,1,0
0.046875,0.4684349427557007,0.38754325259515576,0,1,0
0.796875,0.5580849793574547,0.21799307958477507,1,1,1
0.3125,0.4450942046871341,0.2387543252595156,0,1,1
0.84375,0.45338075739260497,0.1314878892733564,0,1,1
0.734375,0.35861702329643624,0.754325259515571,0,1,0
0.046875,0.5259345050113814,0.2249134948096886,0,1,0
0.546875,0.5780334626524986,0.8858131487889274,1,1,0
0.03125,0.2976239449307098,0.2664359861591695,0,1,1
0.0625,0.5543720636849423,0.6955017301038062,0,1,1
0.078125,0.3386179093331308,0.4463667820069205,0,1,1
0.140625,0.0,0.3391003460207612,1,1,0
0.671875,0.6074330040230286,1.0,1,1,0
0.21875,0.0,0.7785467128027682,1,1,0
0.125,0.0,0.2041522491349481,0,1,1
0.109375,0.4159984473261733,0.3079584775086506,1,1,1
0.75,0.6237023254244011,0.38754325259515576,1,1,0
0.296875,0.41221802409597885,0.8027681660899655,1,1,0
0.765625,0.7955090597252021,0.8408304498269896,1,1,0
0.546875,0.48094071781629927,0.06228373702422145,1,1,1
0.140625,0.5799236742675958,0.15916955017301038,1,1,1
0.546875,0.6826533001702457,0.4982698961937717,1,1,0
0.453125,0.5834003134882211,0.0,0,1,0
0.359375,0.4784429381820637,0.38408304498269896,1,1,1
0.515625,0.41064847337987137,0.795847750865052,0,1,0
0.40625,0.6988044833456747,0.2249134948096886,0,1,0
0.859375,0.5263395503574737,0.11418685121107267,0,1,0
0.0625,0.0,0.013840830449826987,0,1,0
0.71875,0.0,0.10034602076124569,1,1,0
0.046875,0.48542997040215524,0.7335640138408305,0,1,0
0.03125,0.45589541391626115,0.9169550173010381,1,1,1
0.34375,0.431018878910428,0.9169550173010381,1,1,1
0.078125,0.4924845101799287,0.0,0,1,1
0.421875,0.4980707605781179,0.20069204152249134,0,1,1
0.09375,0.5577474415690444,0.5155709342560554,1,1,1
0.046875,0.7468192337470282,0.8304498269896194,1,1,1
0.765625,0.716457709679529,0.6332179930795848,1,1,1
0.203125,0.0,0.48442906574394473,1,1,0
0.9375,0.6053065159560442,0.7854671280276817,1,1,0
0.0625,0.4028344735781748,0.8650519031141869,0,1,0
0.1875,0.4262427192044234,0.698961937716263,1,1,1
0.546875,0.5708270308699405,0.9031141868512111,0,1,0
0.5625,0.539992953898667,0.8027681660899655,1,1,1
0.390625,0.49334523154037485,0.5051903114186852,1,1,1
0.109375,0.6573042122606383,0.6435986159169551,0,1,1
0.25,0.313386959649467,0.013840830449826987,1,1,0
0.5,0.6528149596747824,0.9653979238754326,1,1,1
0.203125,0.41744985981633725,0.14186851211072665,0,1,1
0.71875,0.546963109229338,0.13494809688581316,1,1,0
0.078125,0.42686716411298237,0.051903114186851215,0,1,1
0.015625,0.6031293972207983,0.7577854671280277,0,1,1
0.171875,0.3982608365452164,0.11072664359861592,0,1,1
0.109375,0.415492140643558,0.6643598615916956,0,1,1
0.109375,0.4507985933112668,0.2768166089965398,0,1,1
0.71875,0.8276595340712755,0.47058823529411764,1,1,0
0.078125,0.0,0.7716262975778547,1,1,0
0.046875,0.3710890445781938,0.031141868512110732,0,1,0
0.03125,0.37029583077542977,0.4982698961937717,0,1,0
0.765625,0.45133865377272314,0.010380622837370242,1,1,1
0.046875,0.4364194835249915,0.024221453287197228,0,1,1
0.015625,0.4937671537758876,0.9065743944636678,0,1,1
0.515625,0.5651901498034898,0.020761245674740483,1,1,1
0.34375,0.5923281879916713,0.2041522491349481,1,1,0
0.078125,0.3516468679657652,0.3044982698961938,1,1,1
0.078125,0.35103929994662686,0.7058823529411765,0,1,1
0.296875,1.0,0.2110726643598616,1,1,1
0.390625,0.5516548844882401,0.06228373702422145,1,1,1
0.078125,0.40254756645802614,0.4948096885813149,0,1,1
0.515625,0.6772526955556822,0.08304498269896193,0,1,0
0.609375,0.0,0.14186851211072665,0,1,1
0.46875,0.4265127494351516,0.356401384083045,1,1,0
0.0625,0.0,0.06920415224913495,0,1,1
0.078125,0.4165722615664707,0.8477508650519031,0,1,1
0.125,0.6671603156822167,0.47058823529411764,1,1,0
0.03125,0.5646838431208745,0.2664359861591695,1,1,1
0.046875,0.4177367669364859,0.0,1,1,0
0.0625,0.5144413433160135,0.754325259515571,0,1,1
0.515625,0.41923881009491143,0.4913494809688582,1,1,0
0.515625,0.718634828414775,0.08996539792387544,1,1,1
0.15625,0.3936365688439964,0.07958477508650519,1,1,0
0.171875,0.0,0.2041522491349481,0,1,0
0.0625,0.2460144170827875,0.24221453287197234,0,1,1
0.390625,0.5865056611415951,0.47750865051903113,1,1,0
0.15625,0.5767676959459602,0.18685121107266436,1,1,1
0.53125,0.4548321698827689,0.024221453287197228,1,1,0
0.046875,0.40771189462070245,0.6089965397923875,1,1,0
0.140625,0.6032981661150034,0.3079584775086506,0,1,1
0.234375,0.6079393107056439,0.003460207612456745,0,1,1
0.34375,0.45214874446490766,0.5190311418685122,1,1,0
0.15625,0.4830672058832836,0.8719723183391004,1,1,1
0.5625,0.0,0.013840830449826987,0,1,1
0.0625,1.0,0.9134948096885813,0,1,1
0.015625,0.42823419215604375,0.5916955017301039,0,1,1
0.9375,0.7748348701850762,0.8858131487889274,0,1,0
0.078125,0.9559745243354199,0.5813148788927336,1,1,0
0.40625,0.48218960763341706,0.6262975778546713,1,1,0
0.546875,0.638165819657779,0.8131487889273357,1,1,0
0.0625,0.595551673870989,0.4221453287197232,1,1,1
0.125,0.5088044622495629,0.273356401384083,1,1,0
0.53125,0.0,0.3737024221453288,0,1,0
0.046875,0.5831134063680724,0.5640138408304499,0,1,0
0.5625,0.5910455443957126,0.3737024221453288,1,1,1
0.375,0.0,0.1903114186851211,1,1,0
0.046875,0.0,0.06920415224913495,1,1,0
0.046875,0.6457266661181679,0.3460207612456747,0,1,1
0.0625,0.5122135939125061,0.7301038062283738,1,1,1
0.890625,1.0,0.7612456747404844,1,1,0
0.078125,0.5511992084738863,0.2214532871972318,1,1,1
0.09375,0.4623255087854758,0.003460207612456745,0,1,1
0.5625,0.4424614099375344,0.1384083044982699,0,1,1
0.046875,0.6601564065727047,0.5570934256055364,0,1,1
0.875,0.8057027009351907,0.7301038062283738,1,1,1
0.046875,0.6418956122197118,0.07612456747404844,0,1,1
